19666666.6666667,8983333.33333333,4543333.33333333,2323333.33333333,917666.666666667,460333.333333333,231666.666666667,95900,52366.6666666667,33666.6666666667,27433.3333333333
18066666.6666667,8230000,4163333.33333333,2140000,847333.333333333,423333.333333333,214000,88900,49400,32700,27800
23900000,10933333.3333333,5543333.33333333,2833333.33333333,1126666.66666667,561000,282000,115666.666666667,62000,38433.3333333333,29800
19666666.6666667,8993333.33333333,4563333.33333333,2333333.33333333,923333.333333333,462333.333333333,233000,96600,53133.3333333333,34433.3333333333,28433.3333333333
18033333.3333333,8230000,4160000,2133333.33333333,842333.333333333,422000,213000,88533.3333333333,49100,32433.3333333333,27500
18233333.3333333,8320000,4200000,2146666.66666667,854333.333333333,426000,214666.666666667,89100,48966.6666666667,31800,26333.3333333333
23033333.3333333,10500000,5330000,2730000,1080000,540000,272000,112000,60433.3333333333,38166.6666666667,31000
24033333.3333333,10966666.6666667,5570000,2850000,1126666.66666667,564666.666666667,284000,117000,63766.6666666667,40800,33733.3333333333
18200000,8293333.33333333,4206666.66666667,2153333.33333333,850666.666666667,424333.333333333,213666.666666667,88600,48666.6666666667,31600,28033.3333333333
17466666.6666667,7966666.66666667,4046666.66666667,2080000,820000,411000,208000,89666.6666666667,54033.3333333333,39666.6666666667,37866.6666666667
18233333.3333333,8290000,4190000,2153333.33333333,849000,425666.666666667,214666.666666667,89266.6666666667,49333.3333333333,32466.6666666667,29766.6666666667
5683333.33333333,2580000,1303333.33333333,675000,277333.333333333,141333.333333333,74100,32866.6666666667,18500,11866.6666666667,9126.66666666667
21800000,9963333.33333334,5043333.33333333,2583333.33333333,1022666.66666667,510666.666666667,256666.666666667,105933.333333333,57233.3333333333,36266.6666666667,31833.3333333333
1806666.66666667,839666.666666667,432333.333333333,235333.333333333,119000,85066.6666666667,56133.3333333333,27733.3333333333,16433.3333333333,11066.6666666667,8730
20000000,9146666.66666667,4623333.33333333,2366666.66666667,935000,467666.666666667,235333.333333333,97166.6666666667,52866.6666666667,33900,30366.6666666667
1830000,844000,427666.666666667,231000,119333.333333333,79566.6666666667,51866.6666666667,25966.6666666667,15600,10633.3333333333,8463.33333333334
18333333.3333333,8363333.33333333,4233333.33333333,2176666.66666667,857000,429666.666666667,216666.666666667,90000,49666.6666666667,32700,30533.3333333333
1723333.33333333,790333.333333333,403000,209000,82333.3333333333,42133.3333333333,21266.6666666667,9023.33333333333,5136.66666666667,3316.66666666667,2640
17700000,8063333.33333333,4090000,2096666.66666667,829666.666666667,414666.666666667,209000,86833.3333333333,47933.3333333333,31433.3333333333,29300
4010000,1796666.66666667,898666.666666667,461000,181333.333333333,91633.3333333333,46800,20366.6666666667,12166.6666666667,8140,6386.66666666667
18000000,8210000,4140000,2123333.33333333,838000,419333.333333333,211666.666666667,88233.3333333333,49033.3333333333,32600,30366.6666666667
3043333.33333333,1390000,705000,366333.333333333,157666.666666667,88100,50233.3333333333,24000,14866.6666666667,9893.33333333333,7550
13866666.6666667,6350000,3206666.66666667,1640000,650333.333333333,326333.333333333,165333.333333333,68866.6666666667,38433.3333333333,25466.6666666667,23033.3333333333
5610000,2823333.33333333,1420000,724000,287666.666666667,144000,73033.3333333333,31066.6666666667,17866.6666666667,11633.3333333333,8750
8746666.66666667,4016666.66666667,2026666.66666667,1033333.33333333,411666.666666667,206666.666666667,104333.333333333,43733.3333333333,24600,16200,13700
18233333.3333333,8333333.33333333,4220000,2156666.66666667,853333.333333333,427000,215333.333333333,89200,48833.3333333333,31500,27200
18400000,8373333.33333333,4230000,2166666.66666667,857000,429000,216000,89633.3333333333,49300,32066.6666666667,27766.6666666667
17566666.6666667,8040000,4070000,2086666.66666667,827666.666666667,413000,208333.333333333,86366.6666666667,47500,30900,26466.6666666667
18133333.3333333,8283333.33333333,4186666.66666667,2146666.66666667,848000,425000,214000,88766.6666666667,48766.6666666667,31700,26900
17566666.6666667,8010000,4050000,2076666.66666667,821000,411000,207000,86300,48000,31833.3333333333,27466.6666666667
17800000,8136666.66666667,4110000,2106666.66666667,837000,417000,210000,87333.3333333333,48333.3333333333,31733.3333333333,26900
19533333.3333333,8886666.66666667,4500000,2303333.33333333,910000,455333.333333333,229333.333333333,94500,51166.6666666667,32333.3333333333,26100
18300000,8386666.66666667,4243333.33333333,2173333.33333333,858000,429666.666666667,216666.666666667,89500,48900,31400,25833.3333333333
48966666.6666667,24400000,14900000,8030000,3153333.33333333,1583333.33333333,797333.333333333,323333.333333333,166333.333333333,92133.3333333333,53633.3333333333
20066666.6666667,9190000,4663333.33333333,2383333.33333333,947000,474333.333333333,239000,98400,52600,32766.6666666667,25666.6666666667
24833333.3333333,11366666.6666667,5766666.66666667,2950000,1166666.66666667,583666.666666667,293666.666666667,120000,63933.3333333333,39066.6666666667,29533.3333333333
18733333.3333333,8546666.66666667,4330000,2216666.66666667,879666.666666667,439000,221666.666666667,92133.3333333333,51066.6666666667,33766.6666666667,28666.6666666667
53133333.3333333,46600000,23700000,12233333.3333333,4840000,2413333.33333333,1213333.33333333,490666.666666667,249333.333333333,134333.333333333,70733.3333333333
50000000,25000000,15666666.6666667,8063333.33333333,3176666.66666667,1580000,794666.666666667,321666.666666667,165000,90900,51966.6666666667
15033333.3333333,6870000,3476666.66666667,1773333.33333333,705666.666666667,353333.333333333,178333.333333333,73433.3333333333,39466.6666666667,24600,18366.6666666667
16300000,7416666.66666667,3743333.33333333,1896666.66666667,754333.333333333,378000,191000,79266.6666666667,43666.6666666667,28400,24700
19000000,8656666.66666667,4390000,2250000,891333.333333333,444666.666666667,223666.666666667,92433.3333333333,50400,32366.6666666667,28833.3333333333
18466666.6666667,8426666.66666667,4276666.66666667,2196666.66666667,867333.333333333,434000,218666.666666667,90266.6666666667,49333.3333333333,31966.6666666667,28966.6666666667
18800000,8580000,4353333.33333333,2236666.66666667,884000,442333.333333333,222333.333333333,91966.6666666667,50233.3333333333,32466.6666666667,29600
19233333.3333333,8796666.66666667,4463333.33333333,2293333.33333333,909333.333333333,453000,228333.333333333,94300,51600,33500,31133.3333333333
31966666.6666667,14700000,7466666.66666667,3816666.66666667,1503333.33333333,751333.333333333,377333.333333333,153333.333333333,80566.6666666667,47500,37766.6666666667
122666666.666667,56500000,28833333.3333333,14800000,5866666.66666667,2926666.66666667,1466666.66666667,593000,303666.666666667,168000,101266.666666667
18766666.6666667,8570000,4350000,2226666.66666667,884666.666666667,440666.666666667,221666.666666667,91600,49833.3333333333,31966.6666666667,29200
19366666.6666667,8820000,4480000,2300000,910333.333333333,454666.666666667,228666.666666667,94366.6666666667,51233.3333333333,32700,29700
18133333.3333333,8260000,4180000,2143333.33333333,846666.666666667,424000,214000,88600,48633.3333333333,31700,29366.6666666667
18000000,8213333.33333333,4163333.33333333,2130000,846666.666666667,422666.666666667,213000,88433.3333333333,49000,32600,30766.6666666667
17866666.6666667,8196666.66666667,4143333.33333333,2126666.66666667,845333.333333333,422666.666666667,214000,91400,54200,39433.3333333333,39100
16666666.6666667,7623333.33333333,3870000,1986666.66666667,788333.333333333,395333.333333333,200000,86200,51966.6666666667,38233.3333333333,37233.3333333333
16866666.6666667,7686666.66666667,3893333.33333333,1996666.66666667,791000,395333.333333333,199333.333333333,82766.6666666667,45833.3333333333,30300,28100
17833333.3333333,8176666.66666667,4133333.33333333,2116666.66666667,840333.333333333,419333.333333333,211000,87466.6666666667,48100,31466.6666666667,28533.3333333333
22833333.3333333,10466666.6666667,5320000,2723333.33333333,1080000,541666.666666667,274666.666666667,118333.333333333,71966.6666666667,53466.6666666667,49200
7143333.33333333,3256666.66666667,1646666.66666667,836333.333333333,338666.666666667,177000,98000,48266.6666666667,29600,19566.6666666667,16266.6666666667
19000000,8676666.66666667,4393333.33333333,2240000,891666.666666667,446000,225000,94066.6666666667,53066.6666666667,36100,32233.3333333333
18233333.3333333,8340000,4230000,2170000,861333.333333333,432000,217333.333333333,90433.3333333333,49866.6666666667,32666.6666666667,27600
51066666.6666667,25866666.6666667,18833333.3333333,9680000,3793333.33333333,1913333.33333333,960333.333333333,390000,200666.666666667,111666.666666667,68000
20233333.3333333,9240000,4683333.33333333,2403333.33333333,952333.333333333,476000,239666.666666667,98300,52700,32600,26033.3333333333
23366666.6666667,10700000,5433333.33333333,2776666.66666667,1100000,549666.666666667,277333.333333333,114000,62100,39666.6666666667,32566.6666666667
24966666.6666667,11433333.3333333,5796666.66666667,2973333.33333333,1176666.66666667,589333.333333333,296000,120666.666666667,64233.3333333333,38966.6666666667,29966.6666666667
18966666.6666667,8670000,4383333.33333333,2246666.66666667,890666.666666667,445000,224666.666666667,93000,51133.3333333333,33266.6666666667,27900
25066666.6666667,11500000,5830000,2983333.33333333,1176666.66666667,591666.666666667,298000,121666.666666667,64400,39033.3333333333,29366.6666666667
6056666.66666667,2866666.66666667,1616666.66666667,1046666.66666667,620666.666666667,355000,188000,79466.6666666667,43500,27433.3333333333,21233.3333333333
22733333.3333333,10400000,5290000,2710000,1076666.66666667,537666.666666667,270666.666666667,111000,60233.3333333333,38066.6666666667,30366.6666666667
6006666.66666667,2773333.33333333,1473333.33333333,852000,434666.666666667,241666.666666667,125666.666666667,52466.6666666667,28366.6666666667,17233.3333333333,12700
20433333.3333333,9353333.33333333,4726666.66666667,2423333.33333333,960000,481333.333333333,242333.333333333,100133.333333333,54033.3333333333,34066.6666666667,27266.6666666667
20233333.3333333,9270000,4713333.33333333,2413333.33333333,961000,479666.666666667,242333.333333333,102600,59666.6666666667,42300,37900
19166666.6666667,8756666.66666667,4426666.66666667,2273333.33333333,900666.666666667,451333.333333333,227666.666666667,94066.6666666667,51366.6666666667,32900,27233.3333333333
19933333.3333333,9106666.66666667,4603333.33333333,2363333.33333333,936666.666666667,469666.666666667,236333.333333333,97433.3333333333,53166.6666666667,33933.3333333333,28100
21866666.6666667,9990000,5083333.33333333,2603333.33333333,1031333.33333333,514666.666666667,259000,107000,57866.6666666667,36766.6666666667,31600
19300000,8813333.33333333,4463333.33333333,2280000,904000,452666.666666667,227666.666666667,94566.6666666667,52100,34300,31300
23600000,10800000,5470000,2800000,1106666.66666667,555000,279333.333333333,114666.666666667,61933.3333333333,39033.3333333333,33800
24600000,11266666.6666667,5710000,2916666.66666667,1156666.66666667,577333.333333333,290666.666666667,119666.666666667,64466.6666666667,40466.6666666667,34933.3333333333
20200000,9230000,4673333.33333333,2386666.66666667,946666.666666667,472666.666666667,238333.333333333,98300,53666.6666666667,34733.3333333333,31566.6666666667
22666666.6666667,10433333.3333333,5290000,2703333.33333333,1070000,535333.333333333,269000,111000,59600,37600,33233.3333333333
22033333.3333333,10100000,5136666.66666667,2633333.33333333,1043333.33333333,520333.333333333,262000,110000,62466.6666666667,43166.6666666667,42100
19700000,9093333.33333333,4590000,2340000,924333.333333333,461666.666666667,232333.333333333,96000,52466.6666666667,33933.3333333333,31300
22033333.3333333,10113333.3333333,5150000,2636666.66666667,1040000,523000,264000,112333.333333333,65433.3333333333,47000,45800
22966666.6666667,10533333.3333333,5346666.66666667,2726666.66666667,1080000,541000,272000,112000,60100,38133.3333333333,34066.6666666667
19566666.6666667,8950000,4536666.66666667,2316666.66666667,919666.666666667,459000,231000,95266.6666666667,51766.6666666667,33233.3333333333,30166.6666666667
22533333.3333333,10333333.3333333,5256666.66666667,2686666.66666667,1063333.33333333,532333.333333333,268000,110000,59300,37500,33466.6666666667
19633333.3333333,8990000,4540000,2316666.66666667,917666.666666667,459666.666666667,231666.666666667,95733.3333333333,52300,33966.6666666667,30800
19900000,9116666.66666667,4610000,2356666.66666667,933333.333333333,466333.333333333,235333.333333333,97033.3333333333,52900,33966.6666666667,30133.3333333333
22566666.6666667,10433333.3333333,5286666.66666667,2696666.66666667,1073333.33333333,535000,269000,111000,59533.3333333333,37500,32366.6666666667
22433333.3333333,10300000,5230000,2650000,1056666.66666667,528333.333333333,265333.333333333,109333.333333333,58800,37366.6666666667,32366.6666666667
21666666.6666667,9990000,5053333.33333333,2583333.33333333,1029000,512333.333333333,257333.333333333,106333.333333333,57700,36833.3333333333,31133.3333333333
18166666.6666667,8306666.66666667,4206666.66666667,2153333.33333333,851666.666666667,426000,214666.666666667,88766.6666666667,48733.3333333333,31600,27366.6666666667
23700000,10866666.6666667,5503333.33333333,2820000,1120000,559666.666666667,283000,121000,71633.3333333333,52100,47200
15133333.3333333,6913333.33333333,3503333.33333333,1796666.66666667,715000,357000,179666.666666667,75166.6666666667,42000,28133.3333333333,24166.6666666667
505333333.333333,264666666.666667,144666666.666667,204133333.333333,108333333.333333,53766666.6666667,26466666.6666667,11000000,5833333.33333333,2850000,942666.666666667
17066666.6666667,7810000,3956666.66666667,2026666.66666667,803333.333333333,401333.333333333,202333.333333333,83733.3333333333,45933.3333333333,29800,24800
17733333.3333333,8096666.66666667,4090000,2096666.66666667,833000,415333.333333333,209333.333333333,86700,47533.3333333333,30733.3333333333,25300
19066666.6666667,8686666.66666667,4393333.33333333,2253333.33333333,888666.666666667,444666.666666667,224000,92233.3333333333,50033.3333333333,31533.3333333333,24733.3333333333
16466666.6666667,7540000,3816666.66666667,1956666.66666667,773333.333333333,387333.333333333,195333.333333333,81366.6666666667,45366.6666666667,30166.6666666667,25200
25100000,11466666.6666667,5836666.66666667,2990000,1186666.66666667,590666.666666667,296666.666666667,121333.333333333,64200,38933.3333333333,28866.6666666667
20133333.3333333,9183333.33333333,4646666.66666667,2383333.33333333,941666.666666667,471000,237000,97266.6666666667,52800,33200,26300
19900000,9103333.33333333,4616666.66666667,2363333.33333333,934333.333333333,467666.666666667,235333.333333333,96633.3333333333,52100,32600,25800
19200000,8780000,4450000,2283333.33333333,905333.333333333,452000,228666.666666667,97333.3333333333,57066.6666666667,40433.3333333333,35200
18066666.6666667,8260000,4176666.66666667,2136666.66666667,848000,423333.333333333,213333.333333333,88966.6666666667,49666.6666666667,33166.6666666667,28666.6666666667
20533333.3333333,9363333.33333333,4733333.33333333,2423333.33333333,955000,478666.666666667,241000,99133.3333333333,53466.6666666667,33600,27433.3333333333
17933333.3333333,8123333.33333333,4116666.66666667,2096666.66666667,834000,416666.666666667,209666.666666667,86800,47400,30466.6666666667,25766.6666666667
20733333.3333333,9423333.33333333,4770000,2433333.33333333,964666.666666667,483000,244000,100500,54800,34666.6666666667,29766.6666666667
19300000,8796666.66666667,4470000,2296666.66666667,911000,454333.333333333,228333.333333333,94400,51333.3333333333,32733.3333333333,29000
18733333.3333333,8553333.33333333,4346666.66666667,2236666.66666667,885333.333333333,443333.333333333,224666.666666667,96433.3333333333,57633.3333333333,41700,39233.3333333333
23700000,10800000,5493333.33333333,2820000,1116666.66666667,557666.666666667,280000,114666.666666667,61266.6666666667,37766.6666666667,32266.6666666667
26266666.6666667,11966666.6666667,6106666.66666667,3130000,1246666.66666667,620666.666666667,311333.333333333,127333.333333333,67866.6666666667,41666.6666666667,35266.6666666667
15033333.3333333,6846666.66666667,3470000,1783333.33333333,705333.333333333,352666.666666667,178000,73866.6666666667,40833.3333333333,26733.3333333333,24866.6666666667
18266666.6666667,8303333.33333333,4206666.66666667,2163333.33333333,852666.666666667,427000,215333.333333333,89000,48733.3333333333,31466.6666666667,29233.3333333333
17833333.3333333,8130000,4126666.66666667,2120000,842666.666666667,419666.666666667,211666.666666667,87666.6666666667,48233.3333333333,31466.6666666667,29533.3333333333
52366666.6666667,40266666.6666667,20433333.3333333,10500000,4190000,2083333.33333333,1042666.66666667,422666.666666667,218333.333333333,122333.333333333,78466.6666666667
50500000,25533333.3333333,16766666.6666667,8606666.66666667,3416666.66666667,1696666.66666667,854000,348333.333333333,184000,110666.666666667,83066.6666666667
22566666.6666667,10266666.6666667,5223333.33333333,2683333.33333333,1066666.66666667,533000,268333.333333333,112000,62733.3333333333,41933.3333333333,38533.3333333333
